LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,LOC_EXECUTABLE,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_LENGTH,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,LOC_TOTAL,Defective
7,5,1,8,3,4,2,1,11,1,46,99.6,16.93,28538.58,276,1585.48,1685.95,2,4,10,133,143,55,14,62,46,0
4,13,4,16,7,4,4,2,22,6,29,62.47,19.9,24732.36,215,1374.02,1242.99,6,10,17,97,118,39,16,39,30,1
28,11,5,18,6,8,2.25,5,27,4,28,60.67,14.77,13234.87,155,735.27,896.11,5,9,23,72,83,39,16,93,37,1
10,17,1,30,9,14,2.14,5,31,7,30,44.42,9.42,3946.1,83,219.23,418.68,8,15,24,29,54,20,13,44,30,0
10,27,0,34,14,8,4.25,1,35,14,25,46.65,17.11,13659.38,149,758.85,798.28,13,17,23,66,83,27,14,56,29,0
0,3,1,4,2,2,2,2,7,1,4,6.17,7,302.3,13,16.79,43.19,1,2,7,6,7,3,7,5,4,0
0,9,0,12,5,4,3,1,13,5,6,18.02,6.29,712.17,29,39.57,113.3,4,6,10,11,18,7,8,7,6,0
12,3,9,4,2,2,2,2,14,1,13,61.47,4.05,1009.6,53,56.09,249.12,1,2,14,22,31,19,7,46,15,1
14,13,3,22,7,10,2.2,3,27,3,38,39.49,24.85,24386.04,173,1354.78,981.33,6,11,22,71,102,30,21,101,39,0
1,7,0,10,4,4,2.5,1,11,4,8,8.89,17.5,2722.81,36,151.27,155.59,3,5,9,15,21,6,14,10,8,0
0,3,0,4,2,2,2,1,6,1,4,7.91,6.13,296.65,14,16.48,48.43,1,2,6,7,7,4,7,5,4,0
7,11,4,18,6,8,2.25,5,29,4,35,63.05,28.78,52205.44,297,2900.3,1814.23,5,9,25,141,156,49,20,50,35,0
6,3,1,4,2,2,2,2,5,1,3,12.18,3,109.62,11,6.09,36.54,1,2,5,4,7,4,6,14,4,0
9,59,13,82,34,40,2.05,22,133,15,88,71.79,42,126638.31,450,7035.46,3015.2,21,41,101,189,261,72,32,99,88,0
20,17,1,30,9,14,2.14,2,30,1,20,32.02,26.93,23220.17,152,1290.01,862.21,8,15,23,71,81,29,22,58,25,0
17,33,0,64,17,32,2,1,81,1,53,396.21,14.03,77960.6,783,4331.14,5557.76,16,32,66,399,384,128,9,86,68,0
1,3,1,4,2,2,2,1,6,1,5,11.86,5.25,326.92,18,18.16,62.27,1,2,6,6,12,4,7,7,5,0
43,13,10,24,7,12,2,7,33,1,38,49.36,14.73,10712.03,134,595.11,727.12,6,12,28,55,79,28,15,100,41,0
0,17,2,26,9,10,2.6,2,30,3,31,27.36,29.33,23526.15,154,1307.01,802.26,8,13,23,69,85,20,17,32,31,0
7,7,0,12,4,6,2,1,13,3,19,19.14,14,3750.95,57,208.39,267.93,3,6,11,24,33,12,14,31,20,0
1,7,1,10,4,4,2.5,2,13,3,9,12.65,16.67,3515.14,46,195.29,210.91,3,5,11,20,26,9,15,11,9,0
11,23,2,38,12,16,2.38,3,41,11,64,80.39,13.95,15650.31,183,869.46,1121.66,11,19,31,87,96,53,17,97,65,1
0,5,2,6,3,2,3,2,10,3,18,30.6,9.39,2697.84,58,149.88,287.34,2,3,9,26,32,18,13,19,18,0
6,5,2,8,3,4,2,1,14,1,43,51.66,44.29,101338.65,394,5629.92,2288.1,2,4,13,187,207,38,18,61,43,0
4,3,3,4,2,2,2,2,9,1,17,27.97,23.08,14896.06,139,827.56,645.5,1,2,9,50,89,13,12,22,17,0
1,17,4,30,9,14,2.14,4,36,9,19,26.08,25.85,17423.93,125,968,674.04,8,15,29,47,78,20,22,21,19,0
0,3,0,4,2,2,2,1,6,1,0,9.51,4,152.16,12,8.45,38.04,1,2,6,4,8,3,6,1,0,0
0,5,1,8,3,4,2,3,15,1,8,17.84,12,2568.63,48,142.7,214.05,2,4,14,24,24,11,11,9,8,0
16,57,4,112,29,56,2,2,111,1,209,233.67,37.57,329746.68,1182,18319.26,8777.84,28,56,84,571,611,152,20,261,209,0
1,13,0,20,7,8,2.5,1,21,6,8,8.51,21.12,3799.3,44,211.07,179.85,6,10,16,13,31,4,13,10,8,0
8,17,3,12,13,6,2,12,36,1,56,36.39,41.23,61862.5,253,3436.81,1500.48,3,6,25,111,142,35,26,65,56,0
1,73,6,134,37,62,2.16,18,143,18,67,56.51,54.89,170295.87,469,9460.88,3102.3,36,67,108,181,288,61,37,69,67,0
11,29,2,54,15,26,2.08,2,60,8,48,16.05,54,46843.61,163,2602.42,867.47,14,27,47,72,91,16,24,66,52,0
0,3,0,4,2,2,2,1,6,1,6,6,6,216,12,12,36,1,2,6,4,8,2,6,7,6,0
1,3,1,4,2,2,2,1,7,1,13,26.51,7.13,1345.7,43,74.76,188.87,1,2,7,19,24,12,9,15,13,0
2,7,6,10,4,4,2.5,3,19,3,16,35.44,9.9,3476.92,69,193.16,351.03,3,5,17,32,37,21,13,21,16,0
1,11,0,20,6,10,2,1,23,6,23,23.89,25.29,15285.15,116,849.17,604.3,5,10,19,43,73,17,20,25,23,0
3,5,1,6,3,2,3,2,8,3,13,23.84,7.5,1341.1,39,74.51,178.81,2,3,7,15,24,12,12,18,14,0
18,42,11,52,26,24,2.17,20,107,11,139,120.55,35.67,153359.58,583,8519.98,4299.65,14,26,83,267,316,131,35,182,143,1
37,48,0,80,27,40,2,1,93,13,116,111.77,28.44,90416.52,485,5023.14,3178.98,20,40,68,157,328,69,25,203,117,0
9,13,3,24,7,12,2,3,26,3,27,22.13,13.39,3968.8,61,220.49,296.34,6,12,21,25,36,14,15,38,27,0
23,11,4,20,6,10,2,6,31,1,27,67.71,14.27,13778.81,178,765.49,965.88,5,10,27,83,95,32,11,79,31,0
13,9,3,14,5,6,2.33,1,17,1,11,27.87,8.63,2073.17,50,115.18,240.37,4,7,14,23,27,16,12,51,12,0
4,7,5,12,4,6,2,2,22,1,35,58.21,21.95,28043.45,221,1557.97,1277.68,3,6,20,107,114,39,16,49,37,0
1,19,7,30,10,12,2.5,5,39,7,20,31.94,20.33,13197.22,122,733.18,649.28,9,15,31,55,67,23,17,23,21,0
26,19,6,34,10,16,2.13,3,44,1,33,84.79,15.33,19927.37,210,1107.08,1299.86,9,17,36,101,109,56,17,111,40,0
1,3,0,4,2,2,2,1,6,1,12,22.81,5.4,665.23,29,36.96,123.19,1,2,6,12,17,10,9,14,12,0
1,7,0,10,4,4,2.5,1,12,3,8,10.8,10,1080,27,60,108,3,5,10,12,15,6,10,10,8,0
24,37,5,62,19,26,2.38,10,70,9,103,182.27,15.56,44121.9,419,2451.22,2835.87,18,31,53,195,224,94,15,184,121,0
18,11,4,18,6,8,2.25,5,23,4,23,43.34,14.66,9309.11,115,517.16,635.21,5,9,19,50,65,29,17,55,29,1
4,5,3,6,3,2,3,2,12,1,15,38.11,8.16,2536.38,64,140.91,310.91,2,3,11,31,33,19,10,20,15,0
2,9,4,14,5,6,2.33,4,17,4,13,20.09,10.5,2214.54,46,123.03,210.91,4,7,14,21,25,12,12,18,13,0
1,11,5,18,6,8,2.25,3,22,1,20,31.18,19.55,11909.67,113,661.65,609.33,5,9,18,43,70,22,20,23,21,0
5,7,1,10,4,4,2.5,1,13,1,16,34.78,14.04,6856.63,90,380.92,488.36,3,5,11,39,51,25,18,26,17,0
3,17,6,24,10,12,2,10,44,1,43,38.43,28.04,30219.56,181,1678.86,1077.71,6,12,36,83,98,37,25,47,43,0
1,3,2,4,2,2,2,2,8,1,5,11.2,7.5,630,21,35,84,1,2,8,9,12,6,10,7,5,0
1,13,3,24,7,12,2,6,32,1,21,40.75,21.69,19168.66,160,1064.93,883.77,6,12,27,74,86,29,17,23,21,0
2,21,1,40,11,20,2,3,47,6,28,26.33,28.41,21254.38,151,1180.8,748.08,10,20,38,69,82,17,14,37,30,0
4,7,1,12,4,6,2,1,17,1,10,11.6,38.5,17191.86,95,955.1,446.54,3,6,15,66,29,12,14,15,10,0
9,3,3,4,2,2,2,2,8,1,18,64,8.03,4132.74,98,229.6,514.29,1,2,8,45,53,28,10,67,18,0
1,9,0,8,6,4,2,1,18,1,21,13.76,36,17838.51,102,991.03,495.51,2,4,14,44,58,11,18,26,24,0
8,3,2,4,2,2,2,2,7,1,10,26.99,6.97,1309.86,40,72.77,188.02,1,2,7,19,21,15,11,20,11,0
1,3,0,4,2,2,2,1,6,1,6,21.28,15.27,4964.7,70,275.82,325.07,1,2,6,24,46,11,14,8,6,0
4,29,4,56,15,28,2,8,61,1,36,40.52,27.02,29576.11,193,1643.12,1094.78,14,28,48,91,102,32,19,46,36,0
3,9,2,16,5,8,2,2,19,1,18,29.23,9.38,2568.93,57,142.72,274.02,4,8,16,25,32,16,12,22,18,0
20,7,3,12,4,6,2,2,19,1,25,32.27,25.33,20709.67,148,1150.54,817.49,3,6,17,72,76,27,19,57,28,0
8,13,2,22,7,10,2.2,2,26,3,26,20.57,34.44,24402.86,135,1355.71,708.47,6,11,21,62,73,18,20,46,28,0
1,3,2,4,2,2,2,2,8,1,7,15.23,5,380.74,20,21.15,76.15,1,2,8,10,10,7,7,11,7,0
4,7,2,12,4,6,2,2,20,1,19,33.31,17,9625.29,105,534.74,566.19,3,6,18,50,55,25,17,29,23,0
0,7,0,12,4,6,2,1,13,1,14,13.04,18.56,4494.57,57,249.7,242.13,3,6,11,27,30,8,11,15,14,0
2,3,1,4,2,2,2,2,9,1,14,18.15,15,4084.22,63,226.9,272.28,1,2,9,30,33,10,10,17,14,0
15,45,8,56,23,12,4.67,7,64,19,55,65.12,36.85,88450.77,389,4913.93,2400.1,22,84,43,179,210,51,21,125,63,1
0,13,1,28,7,12,2.33,3,25,1,11,11.3,26.81,8126.06,69,451.45,303.07,8,14,20,33,36,8,13,13,11,0
5,5,2,8,3,4,2,2,11,1,14,40.79,8.29,2800.36,67,155.58,337.97,2,4,10,29,38,21,12,22,16,0
1,7,3,10,4,4,2.5,3,16,3,10,18.06,11.85,2534.72,45,140.82,213.97,3,5,14,22,23,13,14,12,10,0
1,3,1,4,2,2,2,2,6,1,9,19.24,10.63,2172.39,43,120.69,204.46,1,2,6,17,26,12,15,11,9,0
7,3,1,4,2,2,2,2,6,1,5,20.84,3.94,323.05,21,17.95,82.04,1,2,6,9,12,8,7,20,6,0
26,34,19,32,25,16,2,25,74,8,117,86.32,29.13,73246.56,368,4069.25,2514.5,8,16,51,143,225,81,33,151,118,1
13,5,2,8,3,4,2,1,12,1,10,32.11,9.58,2947.52,61,163.75,307.71,2,4,11,26,35,19,14,28,14,0
4,5,1,6,3,2,3,1,9,1,10,18.38,11.23,2316.45,45,128.69,206.32,2,3,8,19,26,11,13,15,10,1
3,5,3,8,3,4,2,3,14,1,21,26.21,11.72,3599.53,62,199.97,307.16,2,4,13,25,37,16,15,27,21,0
3,7,2,12,4,6,2,3,13,1,21,38.31,13.54,7020.93,95,390.05,518.65,3,6,11,43,52,27,17,32,25,1
1,41,8,48,28,24,2,13,94,14,99,40.18,114.52,526977.11,676,29276.51,4601.77,12,24,68,284,392,62,50,106,103,0
7,3,2,4,2,2,2,2,8,1,15,39.13,6.39,1597.11,52,88.73,249.98,1,2,8,23,29,18,10,29,15,0
3,7,2,12,4,6,2,3,14,1,13,16.66,27.3,12420.23,88,690.01,454.95,3,6,12,39,49,15,21,17,13,0
0,3,0,6,2,2,3,1,5,1,3,10.28,4.38,196.76,13,10.93,44.97,2,3,5,5,8,4,7,4,3,0
27,15,9,28,8,12,2.33,7,41,1,35,61.99,27.4,46526.99,271,2584.83,1698.3,8,14,35,121,150,53,24,97,40,1
0,5,2,8,3,4,2,3,10,1,5,15.88,10.11,1623.23,36,90.18,160.54,2,4,9,14,22,9,13,6,5,0
8,3,2,4,2,2,2,2,7,1,9,28.66,6.23,1113.38,38,61.85,178.62,1,2,7,17,21,15,11,20,11,0
1,9,0,16,5,8,2,1,19,1,16,25.24,14.54,5332.64,79,296.26,366.86,4,8,16,37,42,14,11,18,16,0
21,25,14,46,13,22,2.09,9,71,4,95,107.69,33.74,122594.69,515,6810.82,3633.47,12,23,60,242,273,104,29,143,98,0
4,13,3,6,9,2,3,4,22,3,29,30.24,13.18,5250.92,79,291.72,398.51,2,3,15,28,51,17,16,64,30,0
0,3,1,6,2,2,3,2,5,1,5,11.91,5.25,328.18,16,18.23,62.51,2,3,5,7,9,6,9,6,5,0
3,5,1,4,3,2,2,2,9,3,16,26.3,10.45,2872.09,52,159.56,274.84,1,2,8,22,30,20,19,80,18,0
2,13,8,12,8,6,2,8,33,5,37,38,20.84,16509.21,137,917.18,792.05,3,6,27,58,79,32,23,42,39,0
1,15,0,22,8,8,2.75,1,25,6,19,7.74,101.06,79044.51,161,4391.36,782.13,7,11,19,77,84,8,21,21,19,0
3,5,0,8,3,4,2,1,11,1,5,14.2,12.38,2175.04,43,120.84,175.76,2,4,10,22,21,8,9,9,5,0
9,9,3,14,5,6,2.33,4,18,3,21,16.41,15,3691.87,53,205.1,246.12,4,7,15,20,33,10,15,36,21,0
7,3,2,4,2,2,2,1,8,1,14,25.61,9.43,2276.82,52,126.49,241.48,1,2,8,24,28,14,11,23,14,0
0,3,1,4,2,2,2,1,7,1,6,33.71,13.2,5874,89,326.33,445,1,2,7,44,45,20,12,15,10,0
0,3,0,6,2,2,3,1,5,1,7,18.62,6.5,786.59,28,43.7,121.01,2,3,5,13,15,10,10,8,7,0
1,5,1,6,3,2,3,2,9,3,7,12.16,5.6,381.44,19,21.19,68.11,2,3,8,8,11,5,7,9,7,0
1,5,5,8,3,4,2,3,14,3,13,29.8,5.77,991.7,38,55.09,171.9,2,4,13,15,23,13,10,15,13,0
1,3,0,4,2,2,2,1,5,1,9,35.77,7,1752.53,57,97.36,250.36,1,2,5,28,29,14,7,11,9,0
1,13,2,24,7,12,2,3,28,6,21,20,16.25,5282.39,70,293.47,325.07,6,12,23,30,40,12,13,23,21,0
1,5,0,6,3,2,3,1,8,3,11,14.12,10.89,1674.72,34,93.04,153.8,2,3,7,14,20,9,14,13,11,0
0,3,1,4,2,2,2,1,6,1,5,18.39,4.89,439.63,22,24.42,89.92,1,2,6,11,11,9,8,6,5,0
9,19,2,36,10,18,2,4,41,1,32,35.14,41.18,59587.71,246,3310.43,1447.13,9,18,33,112,134,34,25,56,35,0
1,7,4,12,4,6,2,2,24,1,21,53.82,9.17,4521.96,94,251.22,493.31,3,6,22,45,49,27,11,23,21,0
47,21,8,34,11,14,2.43,6,46,9,55,116.45,19.13,42594.84,339,2366.38,2227.18,10,17,37,153,186,76,19,196,70,0
13,7,4,12,4,6,2,4,14,1,14,29.18,7.86,1801.24,50,100.07,229.25,3,6,12,22,28,14,10,42,15,1
13,11,3,20,6,10,2,3,25,1,26,43.02,15.81,10760.54,127,597.81,680.41,5,10,21,61,66,27,14,48,29,0
6,3,3,4,2,2,2,2,9,1,10,28.55,8,1827.2,52,101.51,228.4,1,2,9,26,26,13,8,17,10,0
4,13,2,24,7,12,2,7,37,1,36,33.06,25.74,21902.71,161,1216.82,850.95,6,12,32,74,87,23,16,44,36,0
1,3,2,4,2,2,2,2,8,1,5,13.67,5.71,446.5,20,24.81,78.14,1,2,8,10,10,7,8,7,5,0
12,3,1,4,2,2,2,2,9,1,14,48.3,17.5,14790.85,149,821.71,845.19,1,2,9,70,79,34,17,37,14,1
10,5,6,8,3,4,2,3,14,1,24,52.14,12.54,8193.61,122,455.2,653.62,2,4,13,54,68,28,13,47,24,0
1,19,0,34,10,16,2.13,1,40,8,31,31.42,46.06,66661.35,246,3703.41,1447.13,9,17,32,102,144,31,28,50,48,0
1,7,1,12,4,6,2,3,16,1,10,11.9,21.72,5615.72,55,311.98,258.51,3,6,14,23,32,9,17,12,10,0
4,7,2,12,4,6,2,2,13,4,18,31.03,6.29,1225.98,42,68.11,195.04,3,6,11,16,26,14,11,30,18,0
34,39,3,60,20,22,2.73,5,70,18,64,44.71,96.49,416248.39,719,23124.91,4314,19,30,52,344,375,41,23,136,74,0
0,5,3,6,3,2,3,3,10,3,10,23.16,11,2802.69,53,155.7,254.79,2,3,9,22,31,14,14,13,12,0
14,11,1,20,6,10,2,3,28,1,40,41.91,27.61,31948.87,204,1774.94,1157.17,5,10,24,93,111,32,19,73,42,0
22,9,4,16,5,8,2,5,22,1,20,25.18,20,10073.18,99,559.62,503.66,4,8,19,45,54,18,16,63,25,0
20,17,1,30,9,14,2.14,2,30,1,21,33.47,24.62,20287.52,146,1127.08,824,8,15,23,68,78,29,21,59,26,1
25,29,3,50,15,22,2.27,3,64,8,64,95.22,32.39,99926.73,474,5551.48,3084.69,14,25,51,230,244,71,20,103,66,0
0,11,6,18,6,8,2.25,5,23,4,19,28.27,12.8,4632.25,70,257.35,361.89,5,9,19,32,38,20,16,22,21,0
20,15,2,28,8,14,2,6,29,1,24,55.87,16.21,14703.33,159,816.85,906.37,7,14,23,73,86,36,16,65,30,0
12,5,1,8,3,4,2,1,14,1,16,21.78,37.5,30631.81,158,1701.77,816.85,2,4,13,75,83,18,18,31,18,1
23,18,8,22,10,8,2.75,7,36,7,40,49.69,15.32,11670.05,130,648.34,761.54,7,11,28,54,76,37,21,81,46,0
7,5,3,8,3,4,2,2,13,1,19,48.79,19.21,18005.58,160,1000.31,937.28,2,4,12,73,87,38,20,37,23,0
3,3,0,4,2,2,2,1,5,1,5,9.87,5.63,312.22,15,17.35,55.51,1,2,5,5,10,4,9,9,5,0
28,15,11,28,8,14,2,8,38,1,35,122.69,12.57,19373.39,256,1076.3,1541.73,7,14,32,111,145,53,12,97,41,1
2,21,3,38,11,18,2.11,3,42,3,21,35.91,25.31,23011.32,172,1278.41,909.09,10,19,33,81,91,24,15,24,21,0
28,7,16,12,4,6,2,3,30,1,34,88.1,8.83,6873.97,134,381.89,778.19,3,6,28,53,81,42,14,81,37,0
1,5,3,6,3,2,3,2,10,3,10,22.75,11,2752.77,51,152.93,250.25,2,3,9,22,29,15,15,12,10,0
3,5,1,8,3,4,2,3,9,1,5,24.09,5.6,755.36,33,41.96,134.89,2,4,8,16,17,10,7,9,5,0
2,11,0,18,6,8,2.25,1,18,5,7,9.45,16.5,2574,39,143,156,5,9,14,11,28,4,12,10,7,0
10,9,3,14,5,6,2.33,3,17,3,19,21.11,20.5,8869.57,90,492.75,432.66,4,7,14,41,49,14,14,32,21,0
4,3,3,4,2,2,2,2,7,1,16,46.82,5.71,1528.72,54,84.93,267.53,1,2,7,24,30,21,10,28,17,0
2,11,0,14,6,4,3.5,1,16,4,23,36.79,15.58,8933.27,107,496.29,573.26,5,8,12,44,63,24,17,39,30,0
2,3,1,4,2,2,2,2,5,1,7,17.79,5.63,562.94,24,31.27,100.08,1,2,5,9,15,8,10,11,7,0
12,110,19,196,57,92,2.13,43,247,42,136,111.38,61.95,427450.82,952,23747.27,6900.03,52,98,192,430,522,118,34,161,142,0
15,15,5,24,8,10,2.4,1,57,1,190,175.59,53.22,497406.05,1309,27633.67,9345.67,7,12,51,644,665,121,20,256,190,0
7,5,1,8,3,4,2,2,9,1,10,17.16,15.82,4293.27,60,238.52,271.41,2,4,8,29,31,11,12,22,12,0
1,15,1,24,8,10,2.4,2,26,7,11,15.48,21,6826.47,70,379.25,325.07,7,12,20,28,42,10,15,13,11,0
21,17,2,20,10,8,2.5,3,31,3,36,31.44,19.3,11716.29,107,650.91,606.95,6,10,23,47,60,28,23,73,39,0
9,3,2,4,2,2,2,2,7,1,7,24.81,8.5,1792.72,46,99.6,210.91,1,2,7,17,29,12,12,25,8,0
3,5,4,8,3,4,2,3,12,1,12,24.82,7.86,1532.47,42,85.14,195.04,2,4,11,20,22,14,11,16,12,0
1,3,1,4,2,2,2,2,6,1,3,11.23,14,2200.43,37,122.25,157.17,1,2,6,10,27,5,14,5,3,0
57,15,8,18,8,6,3,3,44,5,42,60.44,19.68,23416.59,191,1300.92,1189.7,6,9,38,89,102,52,23,211,42,0
0,3,1,4,2,2,2,1,6,1,9,15.92,7.07,796.16,27,44.23,112.59,1,2,6,9,18,7,11,10,9,0
5,3,0,4,2,2,2,1,6,1,4,11.42,6.67,507.65,20,28.2,76.15,1,2,6,10,10,6,8,10,4,0
0,9,0,16,5,8,2,1,17,3,10,16.86,17.14,4949.88,63,274.99,288.85,4,8,14,29,34,11,13,12,11,0
1,3,0,4,2,2,2,1,6,1,17,19.85,16.82,5614.18,76,311.9,333.82,1,2,6,37,39,11,10,19,17,0
8,11,2,18,6,8,2.25,4,23,5,33,69.47,9.03,5659.94,110,314.44,627.05,5,9,19,49,61,38,14,46,33,0
2,5,0,8,3,4,2,1,9,1,10,13.12,10.83,1539.78,31,85.54,142.13,2,4,8,13,18,9,15,13,10,0
2,7,2,12,4,6,2,1,15,1,12,14.41,15,3241.45,50,180.08,216.1,3,6,13,20,30,8,12,15,12,0
1,5,2,8,3,4,2,2,11,3,8,9.65,14.08,1914.4,32,106.36,135.93,2,4,10,13,19,6,13,10,8,0
1,5,1,8,3,4,2,2,9,1,10,12.54,12.75,2038.87,37,113.27,159.91,2,4,8,17,20,8,12,13,10,0
7,7,3,12,4,6,2,4,15,1,24,37.25,27.5,28170.17,178,1565.01,1024.36,3,6,13,80,98,32,22,41,26,1
2,13,1,14,8,6,2.33,2,23,3,16,18.37,20.67,7844.38,74,435.8,379.57,4,7,17,31,43,15,20,19,16,0
13,7,0,12,4,6,2,1,19,1,397,1535.48,11.07,188118.17,1916,10451.01,16995.62,3,6,17,1129,787,459,9,413,397,0
3,3,1,4,2,2,2,1,6,1,8,24.33,8.4,1716.73,50,95.37,204.37,1,2,6,24,26,10,7,12,8,0
28,31,6,54,16,24,2.25,9,59,8,97,142.15,18.84,50427.99,389,2801.56,2677.35,15,27,45,174,215,97,21,166,102,1
12,11,0,20,6,10,2,1,21,1,195,355.66,18.58,122751.71,919,6819.54,6607.45,5,10,17,456,463,135,11,266,195,0
8,33,6,58,17,26,2.23,4,71,8,57,81.83,29.21,69838.03,375,3879.89,2390.64,16,29,56,162,213,61,22,85,60,0
2,7,3,12,4,6,2,4,16,1,12,26.73,8.46,1913.81,50,106.32,226.18,3,6,14,22,28,13,10,16,13,0
77,33,6,60,17,28,2.14,5,79,10,83,74.12,38.38,109170.24,431,6065.01,2844.56,16,30,64,199,232,70,27,227,106,0
0,3,2,4,2,2,2,2,8,1,10,29.95,3,269.58,23,14.98,89.86,1,2,8,9,14,9,6,11,10,0
1,7,2,12,4,6,2,2,16,1,16,14.38,17.85,4583.24,54,254.62,256.76,3,6,14,21,33,10,17,18,16,0
4,5,0,8,3,4,2,1,9,3,7,14.31,8.57,1051.06,30,58.39,122.62,2,4,8,12,18,7,10,15,9,0
11,5,2,6,3,2,3,2,9,3,9,26.93,8.65,2013.44,47,111.86,232.85,2,3,8,21,26,17,14,30,11,0
29,21,2,38,11,18,2.11,3,42,1,31,51.67,21.46,23803.95,187,1322.44,1109.05,10,19,33,88,99,41,20,82,41,0
5,7,1,10,4,4,2.5,2,15,1,16,21.98,12.6,3489,57,193.83,276.9,3,5,13,27,30,15,14,26,17,0
12,5,11,8,3,4,2,3,19,1,18,46.1,8.61,3416.12,78,189.78,396.82,2,4,18,36,42,23,11,43,19,0
1,95,3,188,48,94,2,2,238,1,103,47.04,115.43,626797.86,1007,34822.1,5430.06,47,94,192,515,492,29,13,108,106,0
4,3,0,4,2,2,2,1,6,1,8,17.13,4.67,373.12,21,20.73,79.95,1,2,6,7,14,6,8,15,8,0
3,5,3,6,3,2,3,3,10,1,9,17.03,14,3337.85,52,185.44,238.42,2,3,9,20,32,10,14,13,9,0
13,9,4,16,5,8,2,3,21,1,47,55.62,43.56,105522.12,377,5862.34,2422.7,4,8,18,147,230,54,32,63,48,0
2,59,0,116,30,58,2,1,117,1,2,130.77,15.89,33012.61,345,1834.03,2077.71,29,58,89,156,189,54,11,36,33,0
7,5,1,8,3,4,2,1,11,1,17,27.46,13.36,4903.83,88,272.44,366.95,2,4,10,42,46,11,7,28,20,0
10,5,11,8,3,4,2,2,22,1,36,85.25,13,14407.24,190,800.4,1108.25,2,4,21,88,102,44,13,53,38,0
3,5,0,8,3,4,2,1,11,1,5,13.29,10.29,1406.48,35,78.14,136.74,2,4,10,18,17,7,8,9,5,0
13,7,5,12,4,6,2,4,17,1,24,50.97,10.6,5730.99,99,318.39,540.48,3,6,15,41,58,29,15,48,29,1
5,5,0,8,3,4,2,1,9,1,7,7.53,10,752.84,21,41.82,75.28,2,4,8,10,11,4,8,13,7,0
13,91,19,152,47,66,2.3,32,185,22,96,99.09,49.13,239175.87,679,13287.55,4868.38,43,78,140,306,373,109,35,124,100,0
3,9,3,16,5,8,2,4,21,1,24,33.71,14.84,7426.6,101,412.59,500.37,4,8,18,47,54,19,12,28,24,0
16,115,5,212,58,98,2.16,2,262,1,199,129.4,55.52,398853.5,1079,22158.53,7184.21,57,106,206,512,567,83,18,216,199,0
8,8,3,4,6,2,2,6,17,1,39,55.83,18.8,19738.62,186,1096.59,1049.76,1,2,13,73,113,33,17,49,39,0
2,3,1,4,2,2,2,1,7,1,12,20.64,5.56,637.19,27,35.4,114.69,1,2,7,10,17,9,10,15,12,0
1,5,2,8,3,4,2,3,12,1,13,19.11,10.5,2107.08,45,117.06,200.67,2,4,11,21,24,11,11,16,13,0
1,9,3,16,5,8,2,5,24,1,19,42.5,16.14,11090.08,129,616.12,686.53,4,8,21,60,69,26,14,21,19,0
2,3,2,4,2,2,2,2,7,1,8,11.6,10,1160,29,64.44,116,1,2,7,12,17,6,10,11,8,0
13,13,1,24,7,12,2,3,27,1,28,34.49,37.44,48341.41,241,2685.63,1291.17,6,12,22,117,124,25,16,54,32,0
1,5,0,8,3,4,2,1,10,1,7,6.02,18.33,2024.24,29,112.46,110.41,2,4,9,10,19,3,11,9,7,0
1,10,2,10,6,4,2.5,3,20,6,22,22.38,20,8951.25,83,497.29,447.56,3,5,16,30,53,18,24,26,24,0
4,5,1,6,3,2,3,1,10,3,12,21.13,11.5,2794.53,53,155.25,243,2,3,9,23,30,12,12,17,12,0
3,3,0,4,2,2,2,1,6,1,7,8.4,7,411.67,17,22.87,58.81,1,2,6,8,9,4,7,11,7,0
15,13,1,24,7,12,2,6,31,1,25,38.61,14.97,8655.44,119,480.86,578.1,6,12,26,49,70,18,11,41,25,1
13,8,4,4,6,2,2,2,19,1,36,53.33,15.98,13611.71,142,756.21,852,1,2,15,61,81,42,22,56,38,0
14,11,4,20,6,10,2,4,25,5,28,25.75,23.98,14801.55,116,822.31,617.34,5,10,21,53,63,21,19,65,31,0
12,21,2,38,11,18,2.11,2,44,3,38,35.52,30.55,33139.3,186,1841.07,1084.92,10,19,35,84,102,33,24,64,39,1
6,7,1,10,4,4,2.5,2,11,1,14,20.83,12,2999.79,52,166.65,249.98,3,5,9,24,28,14,14,23,16,0
4,25,24,44,13,20,2.2,13,72,11,43,93.54,12.79,15311.87,198,850.66,1196.79,12,22,61,87,111,51,15,63,48,0
16,81,6,160,41,80,2,17,227,1,349,287.86,42.27,514310.25,1565,28572.79,12167.54,40,80,188,757,808,197,22,394,349,0
6,5,4,6,3,2,3,1,11,1,13,20.6,11.31,2634.57,49,146.37,232.99,2,3,10,21,28,13,14,33,13,0
29,7,6,10,4,4,2.5,4,20,3,23,45.05,16.2,11826.86,130,657.05,729.91,3,5,18,61,69,32,17,84,31,0
