LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,LOC_EXECUTABLE,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_LENGTH,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MODIFIED_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,Defective
1,9,3,6,0.18,4,0.67,19,3,30,19.74,33,21496.55,126,1194.25,651.41,2,15,0.16,33,93,12,24,37,11.76,34,0
1,3,0,2,0.4,1,0.5,6,1,5,11.07,4.38,211.89,14,11.77,48.43,0,6,0.29,5,9,4,7,7,0,5,0
8,1,4,1,0.17,1,1,5,1,6,22.5,2,90,15,5,45,0,6,0.05,4,11,4,4,20,40,6,0
8,3,0,2,0.4,1,0.5,5,1,5,16.18,6.43,668.57,26,37.14,104,1,5,0.09,10,16,7,9,22,61.54,5,0
4,25,1,13,0.43,13,1,71,1,30,37.1,25,23185.06,189,1288.06,927.4,0,60,0.37,100,89,20,10,35,0,30,0
5,13,4,7,0.37,6,0.86,29,6,19,20.98,20.4,8729.97,90,485,427.94,5,24,0.23,24,66,10,17,30,0,19,0
1,1,0,1,0.13,1,1,1,1,8,20.31,16.12,5279.85,86,293.32,327.43,0,2,0.08,43,43,8,6,13,0,8,0
3,3,0,2,0.29,1,0.5,6,1,7,11.46,7.5,644.64,22,35.81,85.95,1,6,0.14,10,12,6,9,14,0,7,0
2,17,4,9,0.45,6,0.67,37,9,18,24.69,20.15,10026.48,110,557.03,497.59,0,30,0.32,31,79,10,13,28,10,20,0
6,7,4,4,0.13,4,1,17,1,31,30.72,15,6911.1,93,383.95,460.74,3,15,0.08,32,61,16,15,52,29.55,32,0
24,12,8,7,0.23,6,0.86,29,1,24,436.67,14.31,89390.87,1107,4966.16,6247.75,3,24,0.08,31,1076,26,24,88,61.9,30,0
9,11,1,6,0.15,1,0.17,25,1,35,28.15,27,20519.43,147,1139.97,759.98,5,21,0.11,54,93,18,18,54,18.6,40,1
0,1,0,1,1,1,1,1,1,0,0,0,0,2,0,2,0,2,1,0,2,0,2,1,0,0,0
20,9,3,5,0.19,3,0.6,23,1,24,27.87,32.5,29442.05,168,1635.67,905.91,4,20,0.09,65,103,21,21,57,31.43,27,0
1,9,3,5,0.5,4,0.8,21,1,10,20.29,13.36,3620.39,65,201.13,271.05,0,18,0.29,17,48,7,11,17,0,10,0
2,13,0,7,0.41,1,0.14,31,1,17,23.2,19,8375.9,102,465.33,440.84,6,26,0.28,57,45,12,8,25,5.56,17,0
23,5,1,3,0.14,3,1,11,1,17,24.34,13,4112.71,69,228.48,316.36,2,10,0.05,26,43,12,12,61,54.05,22,0
23,5,1,3,0.04,2,0.67,11,1,55,74.79,38.6,111439.21,483,6191.07,2887.03,2,10,0.02,193,290,45,18,123,43.88,79,1
15,7,5,4,0.15,2,0.5,18,1,19,31.79,15.24,7382.54,93,410.14,484.48,3,16,0.08,40,53,21,16,50,42.42,27,1
33,16,9,10,0.23,8,0.8,33,5,32,43.97,20.29,18111.12,153,1006.17,892.43,5,25,0.1,60,93,34,23,102,52.24,44,0
13,11,3,6,0.21,2,0.33,23,3,27,24.16,30.18,21997.42,141,1222.08,728.96,0,19,0.07,54,87,17,19,85,60.87,28,0
1,3,3,2,0.4,2,1,8,1,5,21,4,336,21,18.67,84,0,8,0.25,8,13,8,8,8,0,5,0
0,3,1,2,0.5,2,1,6,1,4,9.51,3,85.59,9,4.75,28.53,0,6,0.4,3,6,3,6,5,0,4,0
1,7,4,4,0.33,3,0.75,20,3,12,19.48,11.92,2766.96,50,153.72,232.19,0,18,0.29,22,28,12,13,14,0,12,0
3,1,0,1,0.33,1,1,1,1,3,12.85,3.5,157.4,13,8.74,44.97,0,2,0.08,4,9,4,7,12,0,3,0
2,5,1,3,0.25,1,0.33,13,1,12,16.55,20.22,6769.26,74,376.07,334.74,2,12,0.19,26,48,9,14,16,0,12,0
1,9,0,5,0.56,1,0.2,14,5,9,9.08,18,2942.97,40,163.5,163.5,0,11,0.42,15,25,5,12,12,0,9,0
4,3,1,2,0.15,1,0.5,6,1,11,28.24,7.14,1440.99,44,80.05,201.74,1,6,0.11,20,24,14,10,19,15.38,13,0
3,3,1,2,0.25,2,1,6,1,8,20.38,7.22,1062.83,33,59.05,147.16,1,6,0.14,10,23,9,13,14,11.11,8,0
0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,2,0.33,0,1,0,1,3,0,1,0
2,1,2,1,0.2,1,1,3,1,3,10.76,5.25,296.48,17,16.47,56.47,0,4,0.11,7,10,4,6,9,40,5,0
12,23,2,12,0.22,2,0.17,47,3,41,60.51,22.95,31869.45,250,1770.53,1388.65,11,37,0.15,81,169,30,17,79,36.92,54,1
1,7,3,4,0.5,3,0.75,16,1,8,20,10.21,2087.05,49,115.95,204.33,0,14,0.27,13,36,7,11,15,0,8,0
6,3,2,2,0.11,2,1,8,1,16,26.74,12.83,4403.53,73,244.64,343.13,1,8,0.07,22,51,12,14,30,27.27,18,1
15,15,12,8,0.11,6,0.75,41,1,73,134.45,7.83,8234.67,182,457.48,1052.21,7,35,0.06,80,102,46,9,140,40.65,73,0
4,3,2,2,0.29,2,1,6,1,7,14.1,5.4,411.19,20,22.84,76.15,1,6,0.08,6,14,5,9,25,63.16,7,0
12,9,5,5,0.11,3,0.6,26,1,30,34.26,27,24973.53,175,1387.42,924.95,4,23,0.07,63,112,21,18,72,48.28,45,1
1,1,0,1,0.17,1,1,1,1,6,8.31,7.33,446.73,16,24.82,60.92,0,2,0.13,4,12,3,11,8,0,6,0
3,5,0,3,0.33,1,0.33,10,1,9,9.51,13.75,1798.48,32,99.92,130.8,2,9,0.21,15,17,6,11,14,0,9,0
16,33,4,21,0.21,12,0.57,72,1,84,22.65,104.25,246186.04,430,13677,2361.5,0,53,0.16,139,291,18,27,129,24.32,100,0
2,5,2,3,0.23,1,0.33,12,1,12,18.95,10.29,2007.31,42,111.52,195.04,0,11,0.15,19,23,12,13,20,25,13,0
7,13,5,7,0.22,6,0.86,30,1,23,33.28,16.03,8555.65,111,475.31,533.62,6,25,0.14,37,74,15,13,50,43.9,32,1
6,3,4,2,0.07,2,1,24,1,20,38.14,38.52,56592.42,282,3144.02,1469.07,1,24,0.05,113,169,22,15,41,39.39,28,1
1,7,2,4,0.33,3,0.75,16,1,12,22.77,11.56,3040.34,59,168.91,263.11,0,14,0.21,16,43,9,13,19,0,12,0
9,5,3,3,0.14,2,0.67,15,3,14,34.87,25.2,22143.15,160,1230.18,878.7,0,14,0.08,63,97,25,20,37,46.15,22,0
30,61,12,31,0.24,13,0.42,108,23,127,49.33,58.5,168831,481,9379.5,2886,30,79,0.14,171,310,38,26,223,33.51,131,0
6,5,1,3,0.11,1,0.33,12,1,28,28.96,13.46,5249.74,82,291.65,389.9,2,11,0.08,29,53,14,13,38,6.67,28,0
27,29,4,15,0.19,9,0.6,58,14,80,40.31,61.67,153302.39,430,8516.8,2485.98,14,45,0.12,148,282,30,25,128,11.11,80,0
3,10,5,6,0.16,6,1,26,1,37,36.73,32.52,38830,203,2157.22,1194.18,0,22,0.14,72,131,31,28,42,2.63,37,0
3,37,4,20,0.43,7,0.35,72,12,47,25.93,65,109570.84,289,6087.27,1685.71,0,54,0.36,117,172,27,30,55,7.84,47,0
8,15,1,8,0.36,2,0.25,22,1,18,26.2,18.41,8874.62,94,493.03,482.15,7,16,0.2,31,63,16,19,40,40,22,1
18,9,1,5,0.1,1,0.2,18,1,49,30.75,35.76,39329.66,218,2184.98,1099.68,4,15,0.06,76,142,17,16,78,15.52,51,1
3,26,2,14,0.34,5,0.36,42,9,37,26.59,44,51485.85,217,2860.32,1170.13,11,30,0.3,80,137,20,22,47,11.9,41,0
2,1,2,1,0.17,1,1,3,1,6,15.42,4.8,355.24,20,19.74,74.01,0,4,0.1,6,14,5,8,10,0,6,0
1,13,5,7,0.37,4,0.57,28,7,19,26.05,18,8439.31,90,468.85,468.85,0,23,0.33,38,52,19,18,21,0,19,0
4,3,1,2,0.2,1,0.5,7,1,10,14.63,9.75,1390.58,33,77.25,142.62,1,7,0.13,13,20,8,12,16,0,10,0
12,13,9,7,0.19,6,0.86,31,1,28,60.82,9.92,5988.69,115,332.71,603.51,6,26,0.12,43,72,26,12,60,39.13,36,1
18,19,2,10,0.32,5,0.5,32,7,28,22.91,31.57,22836.01,146,1268.67,723.31,9,24,0.17,52,94,14,17,60,30,31,0
9,5,4,3,0.08,2,0.67,23,1,37,43.31,28.5,35176.89,221,1954.27,1234.28,2,22,0.05,95,126,30,18,58,21.28,38,1
2,3,2,2,0.17,1,0.5,7,1,7,12.8,14.86,2825.31,44,156.96,190.16,1,7,0.08,16,28,7,13,25,66.67,12,0
1,3,0,2,0.18,1,0.5,6,1,11,16.8,6.43,694.29,27,38.57,108,1,6,0.14,10,17,7,9,14,0,11,0
15,31,7,16,0.48,15,0.94,76,1,33,35.6,30,32042.61,230,1780.14,1068.09,15,62,0.3,65,165,13,12,54,0,33,0
3,13,5,7,0.41,6,0.86,32,6,17,25.42,19.69,9851.11,101,547.28,500.37,0,27,0.33,42,59,16,15,21,0,17,0
4,1,2,1,0.25,1,1,3,1,4,16.5,2,66,11,3.67,33,0,4,0.1,4,7,4,4,10,0,4,0
79,35,5,18,0.2,5,0.28,67,15,65,40.85,46.55,88507.21,326,4917.07,1901.52,17,51,0.08,128,198,33,24,232,55.17,89,0
0,5,4,3,1,2,0.67,13,1,0,0,0,0,0,0,0,0,12,0.21,0,0,0,0,14,0,0,0
45,30,5,16,0.27,13,0.81,69,16,57,24.44,62.25,94697.4,277,5260.97,1521.24,13,55,0.11,83,194,18,27,150,40.63,60,0
1,5,0,3,0.27,1,0.33,10,1,10,14,10.83,1642.56,34,91.25,151.62,0,9,0.23,15,19,9,13,13,9.09,11,0
23,7,4,1,0.03,1,1,21,1,28,29.47,25.11,18571.43,142,1031.75,739.74,3,19,0.01,53,89,19,18,70,34.88,31,0
1,11,0,6,0.26,1,0.17,23,6,23,21.82,26.11,14874.09,115,826.34,569.73,0,19,0.24,43,72,14,17,25,0,23,0
0,3,0,2,0.2,1,0.5,6,1,10,10.05,12.5,1570.53,33,87.25,125.64,1,6,0.17,10,23,4,10,12,0,10,0
30,11,2,6,0.19,5,0.83,24,1,23,30.74,15.56,7439,94,413.28,478.22,5,20,0.08,35,59,18,16,80,53.06,32,0
9,7,5,4,0.22,3,0.75,18,1,13,23.66,13.46,4289.42,67,238.3,318.58,3,16,0.12,29,38,14,13,33,40.91,18,1
0,3,1,2,0.22,2,1,7,1,9,11.16,10.5,1230.67,30,68.37,117.21,1,7,0.18,14,16,6,9,11,0,9,0
25,13,1,7,0.19,1,0.14,29,1,32,26.82,49.14,64763.93,240,3598,1318.04,6,24,0.08,94,146,22,23,88,48.39,36,0
0,3,0,2,1,1,0.5,6,1,0,0,0,0,0,0,0,0,6,0.2,0,0,0,0,10,0,0,0
1,1,1,1,0.1,1,1,2,1,10,14.99,5.33,426.42,21,23.69,79.95,0,3,0.08,8,13,6,8,12,0,10,0
8,143,14,73,0.51,60,0.82,357,15,139,104.26,72.74,551711.63,1052,30650.65,7584.34,0,286,0.48,507,545,115,33,151,2.11,142,0
8,52,13,28,0.45,17,0.61,108,22,62,46.13,44.69,92128.28,328,5118.24,2061.61,0,82,0.34,143,185,48,30,82,15.07,62,0
0,1,0,1,1,1,1,1,1,0,0,0,0,2,0,2,0,2,1,0,2,0,2,1,0,0,0
27,9,2,5,0.24,2,0.4,19,3,16,19.73,17.18,5824.66,73,323.59,339,4,16,0.07,27,46,11,14,69,60.98,21,0
0,1,0,1,0.33,1,1,1,1,3,17.27,2.5,107.96,13,6,43.19,0,2,0.2,5,8,5,5,5,0,3,0
0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,2,1,0,1,0,1,1,0,0,0
0,3,0,2,0.15,1,0.5,5,1,13,18.86,5.5,570.49,24,31.69,103.73,0,5,0.14,9,15,9,11,14,0,13,0
0,3,0,2,0.18,1,0.5,6,1,11,6.45,20,2578.55,33,143.25,128.93,1,6,0.15,10,23,3,12,13,0,11,0
2,5,3,3,0.2,3,1,12,3,15,18.69,8.56,1368.13,37,76.01,159.91,2,11,0.15,14,23,9,11,20,6.25,15,0
5,7,3,4,0.2,3,0.75,17,3,20,18.34,19.5,6972.75,77,387.38,357.58,3,15,0.15,26,51,10,15,27,0,20,0
0,3,0,2,0.29,1,0.5,6,1,5,12.44,9,1008,28,56,112,1,6,0.18,14,14,7,9,11,28.57,7,0
20,15,3,8,0.18,3,0.38,32,1,36,33.18,25.65,21826.86,161,1212.6,850.95,7,26,0.1,54,107,20,19,77,34.55,44,0
2,5,0,3,0.6,1,0.33,10,1,5,9.6,9.17,806.67,22,44.81,88,2,9,0.33,11,11,6,10,9,0,5,0
2,1,3,1,0.07,1,1,10,1,14,41.04,6.42,1689.97,62,93.89,263.37,0,11,0.04,22,40,12,7,24,30,14,0
3,1,1,1,0.33,1,1,2,1,3,9.05,2,36.19,7,2,18.09,0,3,0.13,2,5,2,4,8,0,3,0
10,3,5,2,0.12,2,1,10,1,17,45.17,6.32,1801.85,60,100.1,285.29,1,10,0.06,30,30,19,8,33,19.05,17,0
12,9,6,1,0.02,1,1,34,1,48,68.44,22.43,34432.76,268,1912.93,1535.08,4,31,0.01,95,173,36,17,102,45.45,49,0
11,9,1,5,0.31,1,0.2,22,1,16,19.88,23.68,11146.31,99,619.24,470.73,4,19,0.13,51,48,14,13,40,30.43,16,0
23,3,9,2,0.06,2,1,15,1,31,53.71,11.17,6703.96,112,372.44,600.05,1,15,0.03,54,58,29,12,67,26.19,31,1
0,1,1,1,0.17,1,1,2,1,6,15.86,3.5,194.27,15,10.79,55.51,0,3,0.13,6,9,6,7,8,0,6,0
0,3,2,2,0.22,2,1,8,1,9,29.95,3,269.58,23,14.98,89.86,1,8,0.18,9,14,9,6,11,0,9,0
21,15,3,8,0.17,4,0.5,36,1,33,67.61,22.34,33751.49,265,1875.08,1510.62,7,30,0.1,92,173,35,17,84,45.9,47,1
0,13,0,7,1,1,0.14,21,7,0,0,0,0,0,0,0,0,16,0.47,0,0,0,0,15,0,0,0
1,9,3,5,0.24,3,0.6,23,5,21,26.48,21.47,12211.91,110,678.44,568.69,0,20,0.22,48,62,19,17,23,0,21,0
1,3,1,2,0.33,1,0.5,6,1,6,16.07,4.5,325.53,19,18.08,72.34,0,6,0.22,5,14,5,9,9,0,6,0
5,3,2,2,0.15,2,1,9,1,13,15.26,13.81,2912.11,48,161.78,210.83,0,9,0.1,17,31,8,13,20,0,13,0
10,19,4,11,0.24,5,0.45,34,3,39,18.57,60,66844.92,191,3713.61,1114.08,0,25,0.17,70,121,21,36,64,25,45,0
12,5,6,1,0.03,1,1,24,1,30,63.11,17,18239.92,203,1013.33,1072.94,2,23,0.01,68,135,26,13,71,47.37,30,0
1,15,0,8,0.42,1,0.13,25,6,19,7.53,74,41237.44,120,2290.97,557.26,0,19,0.38,37,83,5,20,21,0,19,0
0,17,1,9,1,2,0.22,31,9,0,0,0,0,0,0,0,0,24,0.47,0,0,0,0,19,0,0,0
0,1,0,1,0.5,1,1,1,1,2,8,3,72,8,4,24,0,2,0.2,2,6,2,6,5,33.33,2,0
1,7,1,4,0.5,3,0.75,16,1,8,14.27,14.3,2917.2,51,162.07,204,0,14,0.27,13,38,5,11,15,0,8,0
15,1,8,1,0.05,1,1,11,1,11,118.03,3.19,1200.82,74,66.71,376.47,0,12,0.01,37,37,29,5,134,59.26,19,0
9,3,0,2,0.4,1,0.5,5,1,4,11.72,8,750.12,24,41.67,93.77,2,5,0.09,8,16,5,10,23,66.67,5,0
1,5,2,3,0.5,2,0.67,11,1,6,18.13,7.5,1020,34,56.67,136,0,10,0.23,9,25,6,10,13,0,6,0
24,31,8,16,0.15,10,0.63,61,9,52,45.07,43.48,85224.2,339,4734.68,1959.88,15,47,0.11,121,218,32,23,151,58.4,104,1
19,43,11,27,0.18,21,0.78,113,11,145,82.59,47.25,184399.83,565,10244.44,3902.39,14,88,0.15,212,353,83,37,177,7.05,148,0
3,9,4,5,0.5,4,0.8,21,1,10,22.9,11.69,3127.8,63,173.77,267.62,0,18,0.26,17,46,8,11,19,0,10,0
2,5,1,3,0.17,1,0.33,11,1,4,12.12,13.2,2112,40,117.33,160,2,10,0.12,12,28,5,11,26,81.82,18,1
0,11,1,6,1,2,0.33,24,4,0,0,0,0,0,0,0,0,20,0.21,0,0,0,0,29,0,0,0
1,9,0,5,0.45,1,0.2,18,5,11,8.96,17,2590.27,39,143.9,152.37,0,15,0.38,17,22,5,10,13,0,11,0
1,9,1,5,0.45,3,0.6,18,1,11,16.12,14.3,3299.03,51,183.28,230.7,0,15,0.38,22,29,10,13,13,0,11,0
11,9,3,5,0.21,2,0.4,20,3,20,25.05,13.43,4520.52,70,251.14,336.51,4,17,0.09,31,39,15,13,53,50,24,0
1,1,1,1,0.25,1,1,2,1,4,8.54,4.67,186.03,12,10.33,39.86,0,3,0.14,4,8,3,7,7,0,4,0
1,7,2,4,0.5,3,0.75,16,1,8,17.15,11.92,2435.45,50,135.3,204.37,0,14,0.27,13,37,6,11,15,0,8,0
0,5,0,3,0.6,1,0.33,7,3,5,13.11,4.8,301.96,17,16.78,62.91,0,6,0.5,6,11,5,8,6,0,5,0
20,15,1,8,0.22,5,0.63,31,1,36,29.49,29.8,26179.43,164,1454.41,878.64,7,25,0.11,69,95,22,19,72,28,36,0
2,1,0,1,0.33,1,1,1,1,3,14.34,3.5,175.66,14,9.76,50.19,0,2,0.04,5,9,5,7,23,0,3,0
1,1,1,1,0.14,1,1,4,1,7,14.02,9.75,1333.23,35,74.07,136.74,0,5,0.07,13,22,6,9,15,41.67,7,0
5,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,2,0.13,0,1,0,1,8,0,1,0
13,19,4,10,0.26,6,0.6,45,8,37,64.06,30.39,59183.26,331,3287.96,1947.15,10,37,0.14,110,221,38,21,71,32.72,38,0
11,9,3,5,0.11,4,0.8,23,1,40,32.18,22.75,16658.75,154,925.49,732.25,4,20,0.07,49,105,14,13,70,29.82,46,1
12,55,12,34,0.4,15,0.44,121,17,84,49.42,59.29,173747.07,445,9652.62,2930.31,0,89,0.33,181,264,58,38,102,5.62,86,0
0,3,0,2,0.4,1,0.5,5,1,5,9.87,5.63,312.22,15,17.35,55.51,1,5,0.29,5,10,4,9,7,0,5,0
4,3,1,2,0.2,1,0.5,7,1,9,16.64,8.94,1328.8,35,73.82,148.68,1,7,0.13,13,22,8,11,16,10,10,1
22,7,16,4,0.11,3,0.75,30,1,33,65.05,11.02,7893.16,129,438.51,716.54,4,28,0.05,47,82,32,15,75,35.29,36,0
2,33,6,17,0.47,7,0.41,68,14,34,23,44.18,44903.55,184,2494.64,1016.34,0,53,0.44,81,103,22,24,39,5.56,36,0
16,19,8,11,0.23,8,0.73,35,5,38,45.92,15.77,11414.37,127,634.13,723.96,5,26,0.15,43,84,30,22,72,29.63,48,0
4,3,0,2,0.29,1,0.5,6,1,7,9.86,6.67,438.19,19,24.34,65.73,1,6,0.13,5,14,3,8,15,22.22,7,0
19,13,3,7,0.23,4,0.57,29,5,25,13.72,40.09,22050,110,1225,550,6,24,0.1,42,68,11,21,70,48.98,30,0
16,13,4,7,0.37,6,0.86,31,6,19,28.97,19.29,10774.31,115,598.57,558.67,6,26,0.17,36,79,14,15,42,5,19,0
5,67,16,34,0.37,30,0.88,153,17,90,77.21,42.88,141975.76,542,7887.54,3310.82,0,121,0.35,243,299,51,18,98,2.17,91,0
14,1,10,1,0.07,1,1,11,1,11,59.86,4.16,1034.06,55,57.45,248.8,0,12,0.03,19,36,16,7,37,47.62,14,1
1,7,2,4,0.4,3,0.75,16,1,10,17.72,10.83,2080,48,115.56,192,0,14,0.31,13,35,6,10,13,0,10,0
4,6,1,4,0.09,2,0.5,15,1,37,35.88,23.06,19076.12,164,1059.78,827.28,1,13,0.08,49,115,17,16,51,17.78,45,1
4,5,0,3,0.38,1,0.33,11,1,8,19.97,6.61,872.67,33,48.48,132,0,10,0.13,17,16,9,7,24,55.56,8,0
16,13,3,7,0.18,4,0.57,29,1,40,29.27,34,33832.75,194,1879.6,995.08,6,24,0.1,72,122,18,17,68,20,40,0
13,3,2,2,0.06,1,0.5,15,1,32,39.18,18.35,13195.42,148,733.08,718.98,1,15,0.03,52,96,17,12,58,25.58,32,0
5,1,1,1,0.08,1,1,2,1,12,23.98,8,1534.53,46,85.25,191.82,0,3,0.05,16,30,9,9,19,0,12,0
2,1,0,1,0.14,1,1,1,1,6,15.39,10.56,1716.57,37,95.37,162.52,0,2,0.09,13,24,8,13,11,14.29,7,0
4,1,1,1,0.1,1,1,2,1,10,19.15,8.36,1337.14,40,74.29,160,0,3,0.06,13,27,7,9,16,0,10,0
17,6,1,5,0.2,5,1,16,1,25,26.68,22.5,13507.21,118,750.4,600.32,0,13,0.1,40,78,16,18,48,13.79,25,0
0,3,0,2,0.67,1,0.5,5,1,3,8.15,3.5,99.85,9,5.55,28.53,0,5,0.4,2,7,2,7,5,25,3,0
0,7,6,4,1,3,0.75,19,3,0,0,0,0,0,0,0,0,17,0.19,0,0,0,0,21,0,0,0
0,5,1,3,0.3,2,0.67,9,1,9,18.87,7.8,1147.86,33,63.77,147.16,2,8,0.21,13,20,10,12,14,25,10,0
38,39,4,20,0.14,6,0.3,94,5,140,58.73,44.94,118581.28,432,6587.85,2638.88,19,76,0.08,192,240,47,22,251,33.01,142,0
1,1,0,1,0.14,1,1,1,1,7,12.14,6.4,497.34,21,27.63,77.71,1,2,0.07,8,13,5,8,14,36.36,7,0
7,9,0,5,0.21,1,0.2,15,4,23,15.44,29.75,13664.81,103,759.16,459.32,4,12,0.1,34,69,8,14,49,41.03,24,0
14,5,0,3,0.12,1,0.33,13,1,16,34.59,16,8854.91,126,491.94,553.43,2,12,0.06,52,74,13,8,47,48.39,26,1
19,13,3,7,0.23,4,0.57,29,5,26,13.72,40.09,22050,110,1225,550,6,24,0.1,42,68,11,21,72,49.02,30,0
3,1,0,1,0.25,1,1,1,1,4,8.54,4.67,186.03,12,10.33,39.86,0,2,0.1,4,8,3,7,10,0,4,0
0,5,1,3,0.6,2,0.67,11,1,5,4.61,13.5,840.64,18,46.7,62.27,0,10,0.5,6,12,2,9,6,0,5,0
1,3,0,2,0.5,1,0.5,6,1,4,12.11,6.42,498.63,21,27.7,77.71,1,6,0.2,11,10,6,7,10,0,4,0
1,7,0,4,0.44,1,0.25,10,4,9,17.43,12.28,2628.09,48,146.01,214.05,0,8,0.36,17,31,9,13,11,0,9,0
1,5,1,3,0.38,2,0.67,11,1,8,14.76,9,1195.51,34,66.42,132.83,0,10,0.27,9,25,5,10,11,0,8,0
4,9,2,5,0.15,4,0.8,19,1,20,15.65,31.06,15095.42,109,838.63,486.08,4,16,0.12,43,66,9,13,43,45.95,34,1
27,9,0,5,0.23,1,0.2,17,1,15,19.42,18.42,6585.38,77,365.85,357.58,4,14,0.08,34,43,12,13,59,51.61,22,0
1,1,0,1,0.33,1,1,1,1,3,10.6,7,519.62,19,28.87,74.23,0,2,0.17,7,12,5,10,6,0,3,0
9,17,4,10,0.32,7,0.7,38,1,28,23.15,29.25,19806.66,138,1100.37,677.15,0,30,0.2,39,99,12,18,50,20,31,0
2,12,1,7,0.33,2,0.29,24,7,21,20.89,24.94,12991.07,100,721.73,520.95,0,19,0.25,38,62,16,21,28,16,21,0
22,3,5,2,0.08,2,1,13,1,23,24.41,17.27,7283.26,96,404.63,421.66,1,13,0.03,38,58,11,10,67,46.51,24,0
0,5,1,3,1,2,0.67,11,1,0,0,0,0,0,0,0,0,10,0.09,0,0,0,0,33,0,0,0
15,3,1,2,0.2,1,0.5,8,1,8,16.9,16.55,4627.48,61,257.07,279.68,1,8,0.06,28,33,11,13,35,57.89,10,0
2,3,0,2,0.11,1,0.5,5,1,18,32.7,11.79,4542.69,83,252.37,385.44,0,5,0.1,30,53,14,11,21,0,18,0
11,23,3,12,0.36,6,0.5,48,12,28,18.52,89.3,147650.89,325,8202.83,1653.43,11,38,0.22,141,184,15,19,54,28.21,33,0
2,3,2,2,0.14,2,1,8,1,14,17.84,13.33,3171.79,56,176.21,237.88,1,8,0.11,24,32,9,10,18,0,14,0
0,1,1,1,0.5,1,1,2,1,1,12.85,3.5,157.4,13,8.74,44.97,0,3,0.2,4,9,4,7,5,66.67,2,0
2,7,3,4,0.5,3,0.75,16,1,8,20,10.21,2087.05,49,115.95,204.33,0,14,0.25,13,36,7,11,16,0,8,0
0,1,1,1,0.2,1,1,2,1,5,14.5,6.3,575.67,24,31.98,91.38,0,3,0.14,7,17,5,9,7,0,5,0
3,7,2,4,0.33,2,0.5,14,1,12,13.06,15.94,3316.34,46,184.24,208.08,3,12,0.19,17,29,8,15,21,0,12,0
12,13,2,7,0.22,5,0.71,37,7,29,21.47,27.69,16463.18,120,914.62,594.5,0,32,0.11,40,80,13,18,61,32.56,32,0
19,39,5,20,0.2,2,0.1,93,1,96,29.39,91.11,243939.5,472,13552.19,2677.38,19,75,0.14,205,267,27,24,144,21.95,102,1
0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,2,1,0,1,0,1,1,0,0,0
27,37,9,19,0.12,5,0.26,114,3,92,85.05,84.51,607387.78,1094,33743.77,7187.42,18,97,0.09,500,594,71,24,217,51.06,160,1
9,5,2,3,0.21,2,0.67,10,3,12,19.75,15.33,4643.9,63,257.99,302.86,2,9,0.1,23,40,12,16,31,40,14,0
6,1,3,1,0.09,1,1,5,1,11,27.47,8.18,1838.78,52,102.15,224.74,0,6,0.05,20,32,11,9,19,0,11,0
1,5,2,3,0.5,2,0.67,11,1,6,18.13,7.5,1020,34,56.67,136,0,10,0.23,9,25,6,10,13,0,6,0
5,7,0,4,0.17,1,0.25,13,1,17,18.32,13.44,3312.04,57,184,246.35,3,11,0.13,22,35,9,11,32,32,23,1
10,3,2,2,0.2,2,1,9,1,10,17.77,9,1439.2,37,79.96,159.91,1,9,0.08,12,25,8,12,24,16.67,10,0
1,9,4,5,0.5,4,0.8,21,1,10,23.26,11.69,3177.45,64,176.52,271.87,0,18,0.29,17,47,8,11,17,0,10,0
6,5,1,3,0.14,3,1,21,1,22,20.79,38.4,30652.35,179,1702.91,798.24,2,20,0.1,64,115,10,12,30,0,22,0
1,15,1,8,0.73,2,0.25,26,7,11,15.48,21,6826.47,70,379.25,325.07,0,20,0.62,28,42,10,15,13,0,11,0
5,3,2,2,0.25,2,1,6,1,7,20.23,4.44,399.66,22,22.2,89.92,1,6,0.11,10,12,9,8,19,22.22,8,0
1,3,0,2,0.18,1,0.5,6,1,7,23.19,9.09,1916.65,48,106.48,210.83,1,6,0.11,20,28,11,10,18,36.36,11,0
2,5,5,3,0.18,3,1,13,1,17,33.91,8.29,2327.82,63,129.32,280.94,1,12,0.14,29,34,14,8,21,0,17,0
2,11,0,6,0.55,1,0.17,19,5,10,7.63,28.8,6324.94,50,351.39,219.62,5,15,0.35,18,32,5,16,17,16.67,11,0
1,1,1,1,0.25,1,1,2,1,4,13.95,2.5,87.17,11,4.84,34.87,0,3,0.14,4,7,4,5,7,0,4,0
16,15,6,8,0.18,4,0.5,35,1,41,25.3,43.81,48552.55,203,2697.36,1108.26,7,29,0.11,80,123,21,23,72,24.07,45,1
