numberOfNonTrivialBugsFoundUntil:,CvsEntropy,ck_oo_wmc,CvsLogEntropy,ck_oo_fanOut,ck_oo_numberOfLinesOfCode,ck_oo_numberOfMethods,ck_oo_dit,ck_oo_fanIn,ck_oo_lcom,ck_oo_rfc,ck_oo_cbo,WCHU_rfc,ck_oo_numberOfAttributes,numberOfHighPriorityBugsFoundUntil:,ck_oo_numberOfPrivateAttributes,WCHU_cbo,WCHU_numberOfMethodsInherited,numberOfBugsFoundUntil:,ck_oo_numberOfMethodsInherited,ck_oo_numberOfPublicMethods,class
5,9.45898,1,9.31023,2,8,1,1,0,0,4,2,0,2,5,2,0,0,8,0,1,1
6,1.49003,24,0.121386,1,75,21,1,20,210,26,21,2.05,10,0,10,5.09,0,6,15,16,1
2,12.8752,5,9.4245,1,19,5,1,0,10,9,1,0,1,6,1,0,0,9,0,5,1
3,6.56833,4,9.23919,0,13,4,2,6,6,5,6,0,3,5,3,7.07,2.04,6,19,3,1
2,4.83045,4,9.23327,1,13,4,1,0,6,6,1,2.06,1,2,1,1.03,1.01,7,9,4,0
9,19.4282,13,9.68475,8,77,4,1,1,6,24,9,4.09,8,11,6,5.06,4.13,20,51,4,0
10,16.4524,13,9.5838,7,46,3,3,0,3,24,7,7.26,1,10,1,6.12,3.04,20,9,2,1
0,1.84703,10,9.09329,3,38,7,1,1,21,32,4,0,1,1,1,0,0,2,0,6,1
8,9.21233,14,9.37407,0,48,14,2,0,91,14,0,2.03,5,17,0,1.01,10.46,23,36,14,1
3,6.73946,10,9.27016,3,35,8,1,1,28,25,4,1.07,2,3,1,2.02,1.08,6,0,8,1
8,21.6244,10,9.69332,3,57,4,1,4,6,28,7,5.44,6,12,1,8.12,2.02,18,9,4,0
1,0,33,0,8,107,12,2,9,66,39,17,0,25,1,5,0,0,1,41,11,0
5,1.49003,7,0.121386,24,74,7,3,6,21,35,28,2.63,1,1,1,3.22,3.3,6,57,2,0
7,14.2931,14,9.50262,1,95,9,1,4,36,31,5,5.28,5,14,5,6.1,0,20,0,6,1
0,0,1,0,0,3,2,2,1,1,2,1,0,0,0,0,0,0,1,10,2,1
6,13.2333,11,9.53216,11,57,4,1,0,6,25,11,7.2,2,9,1,8.1,0,17,0,4,1
1,5.86159,22,9.23351,6,75,11,2,0,55,27,6,0,3,4,2,0,2.02,7,23,11,1
3,1.49003,3,0.121386,0,9,4,2,1,6,5,1,0,0,0,0,1.01,1.1,3,22,1,1
1,3.32672,4,9.15394,2,17,1,1,0,0,9,2,0,0,2,0,0,0,3,0,1,1
4,4.24764,81,0.102592,4,555,12,1,0,66,182,4,1.01,17,6,0,2.02,0,10,0,10,1
5,12.3049,6,9.40703,0,16,2,2,0,1,4,0,0,0,12,0,1.01,2.02,13,17,1,1
3,4.13774,0,9.19488,0,0,0,2,0,0,0,0,0,0,5,0,0,1.01,9,2,0,1
3,6.12798,11,9.2369,0,33,12,1,5,66,12,5,0,6,4,6,2.02,2.04,5,18,12,1
4,1.49003,5,0.121386,4,29,3,1,1,3,19,5,0,1,0,1,1.01,0,5,9,2,1
0,0,43,0,5,205,14,1,0,91,49,5,0,11,1,11,1.01,1.02,1,26,6,1
3,4.7898,9,9.21441,6,33,3,1,2,3,17,7,1.02,0,4,0,3.03,2.02,6,9,2,1
1,1.45219,1,0.040996,0,4,1,1,0,0,1,0,0,2,0,0,0,2.02,1,10,1,1
6,3.33706,18,9.21468,28,120,12,3,17,66,61,44,2.12,2,1,2,4.07,3.3,8,57,6,0
3,6.89385,12,0.171563,1,53,8,2,0,28,22,1,0,4,0,0,0,2.02,3,63,4,1
3,6.35082,15,9.33355,2,78,6,1,0,15,29,2,4.13,2,3,1,3.05,1.01,10,9,3,1
13,21.3791,8,9.72888,9,115,3,1,1,3,28,10,4.26,5,19,2,5.18,2.02,29,9,3,1
1,0,7,0,1,23,7,3,4,21,12,5,0,2,1,2,0,0,1,14,6,1
1,1.84703,1,9.09329,0,2,1,2,2,0,1,2,0,1,2,1,0,2.03,2,26,1,1
4,5.57512,36,9.25013,23,212,22,1,5,231,117,26,0,7,5,6,1.02,0,8,0,11,1
2,0,86,0,17,568,34,4,3,561,226,20,1.01,15,2,15,0,0,2,22,13,1
2,3.26838,5,9.16383,1,15,5,1,5,10,7,6,0,2,2,2,2.02,1.01,3,9,4,1
3,7.66451,3,9.27709,1,11,3,2,1,3,8,1,0,2,3,2,0,2.04,7,30,3,1
3,5.99636,5,9.22107,2,15,2,1,1,1,4,3,0,0,5,0,0,0,7,9,2,1
1,4.37354,13,0.108897,2,24,4,3,0,6,12,2,0,0,0,0,0,2.02,1,72,1,1
3,4.56874,14,9.22022,1,45,12,1,8,66,14,9,0,5,3,5,6.07,2.04,4,18,12,1
3,6.61894,13,9.22758,0,40,7,1,5,21,12,5,0,4,3,4,2.02,2.04,5,18,6,1
2,1.49003,4,0.121386,2,12,18,1,86,153,23,88,1.01,1,0,0,5.24,0,3,9,18,0
13,19.228,30,9.64748,11,114,7,3,1,21,63,12,5.18,1,12,0,6.06,2.02,26,24,3,1
4,6.64072,6,9.26387,2,22,3,1,0,3,9,2,0,0,5,0,2.02,2.02,7,9,2,1
0,0,1,0,0,3,1,1,0,0,2,0,0,12,0,1,0,0,1,0,1,1
7,17.9521,22,9.59106,5,66,13,2,0,78,31,5,1.01,2,15,0,0,2.02,19,23,13,1
7,16.9568,4,9.58247,4,18,2,1,1,1,8,4,6.5,2,17,1,4.07,0,24,0,2,1
7,13.2689,25,9.43979,1,124,11,1,2,55,43,3,4.12,1,8,1,3.03,2.02,14,9,8,1
28,27.1607,147,9.97446,19,1144,71,3,11,2485,330,30,13.9,56,27,32,12.22,3.17,57,15,52,1
1,0,3,0,1,9,4,2,1,6,5,2,0,0,0,0,0,1.1,2,22,1,1
6,9.71828,9,9.39178,9,69,7,2,0,21,46,9,2.32,1,7,1,2.04,3.05,10,14,6,1
5,4.83045,29,9.23327,11,159,17,1,16,136,79,27,3.27,5,4,5,8.18,1.01,9,12,14,0
2,3.4091,4,9.16273,0,14,4,4,14,6,4,14,1.01,1,3,1,4.11,3.18,4,170,4,1
0,1.45219,52,0.040996,11,206,34,1,2,561,135,13,1.36,13,0,8,3.11,2.02,0,9,27,1
2,8.92203,4,9.34026,4,38,3,1,0,3,10,4,0,0,7,0,3.03,2.02,9,9,3,1
1,0,7,0,3,44,3,1,0,3,12,3,0,1,1,1,3.03,2.02,1,9,3,1
8,5.28363,22,0.359227,12,87,13,2,20,78,51,32,4.06,3,11,3,5.16,1.02,16,2,12,1
1,4.17741,10,9.19476,2,32,9,1,1,36,20,3,0,1,2,0,0,1.01,4,11,9,1
1,0,27,0,8,91,7,1,2,21,46,10,0,3,0,3,0,0,1,22,6,1
4,1.49003,24,0.121386,9,106,8,3,1,28,60,10,0,5,0,4,0,1.1,4,43,4,1
2,5.90237,0,9.22031,0,0,1,1,1,0,1,1,0,0,4,0,0,2.04,5,18,0,1
2,5.50389,3,9.23254,1,9,2,1,0,1,3,1,0,1,3,1,0,3.11,5,18,2,1
1,4.85769,5,9.2255,2,15,5,2,0,10,7,2,1.01,0,4,0,1.01,2.02,6,17,5,1
3,6.31013,57,9.29392,5,211,18,1,0,153,90,5,1.09,3,5,3,9.37,1.01,7,9,15,1
11,15.2075,41,9.64371,11,154,19,1,3,171,78,14,5.24,4,16,3,6.1,4.14,22,14,17,0
0,0,1,0,1,3,1,1,0,0,3,1,0,0,0,0,0,0,1,10,1,1
0,1.84703,5,9.09329,0,24,6,1,3,15,13,3,1.08,1,1,1,1.02,3.11,3,0,5,1
4,4.0537,13,9.19955,9,120,3,2,0,3,66,9,0,2,7,2,0,0,8,19,2,1
0,3.33706,2,9.21468,1,8,2,2,2,1,5,3,0,1,1,1,1.01,2.02,2,5,2,1
4,1.49003,14,0.121386,8,98,4,2,1,6,58,9,2.3,0,0,0,5.06,0,4,20,1,0
3,2.38141,11,9.07779,0,33,10,1,1,45,15,1,0,6,0,6,0,0,3,9,9,1
0,1.84703,4,9.09329,0,12,5,1,1,10,5,1,0,0,1,0,0,1.01,2,13,5,1
1,4.78404,4,9.20375,3,16,3,2,1,3,10,4,1.03,0,2,0,1.01,4.15,4,22,3,1
6,13.2734,22,9.49627,11,67,6,1,0,15,37,11,5.17,0,13,0,5.06,2.02,23,9,5,0
4,8.74495,17,9.32359,0,105,11,1,3,55,34,3,0,6,5,6,4.04,0,8,0,6,1
1,0,23,0,3,79,10,1,2,45,36,5,0,4,1,4,2.02,0,2,9,6,1
11,16.5311,7,9.59619,6,45,5,1,1,10,25,7,6.5,2,18,2,9.19,0,27,0,4,1
2,5.00502,2,9.19557,0,6,2,1,1,1,3,1,1.01,0,3,0,0,0,5,0,2,1
12,2.38141,133,9.07779,35,822,43,1,15,903,354,47,8.5,29,0,25,5.14,1.01,21,1,20,0
7,10.259,7,9.42115,4,25,3,2,2,3,14,6,5.37,1,7,0,6.11,2.02,16,15,3,1
2,0,1,0,0,3,1,1,0,0,2,0,0,52,1,1,0,0,3,0,1,1
13,6.99647,7,9.32067,2,21,7,1,145,21,15,147,5.66,0,13,0,19.82,1.01,20,9,7,1
1,3.26838,0,9.16383,0,0,6,1,7,15,6,7,0,0,3,0,5.07,1.01,3,9,6,1
1,0,2,0,1,9,2,1,1,1,3,2,0,2,0,2,0,0,1,9,1,1
0,1.84703,3,9.09329,0,9,4,1,1,6,4,1,0,0,2,0,0,1.03,2,27,4,1
0,0,1,0,0,8,1,1,1,0,5,1,0,2,0,0,0,0,1,0,1,1
1,0,3,0,1,12,3,1,3,3,4,4,1.01,2,0,2,1.03,0,2,9,2,0
2,3.95974,3,9.15318,1,11,2,1,2,1,6,3,0,0,3,0,3.03,3.09,3,9,2,1
0,0,1,0,0,3,1,1,0,0,2,0,0,31,0,1,0,0,1,0,1,1
9,16.7724,16,9.58814,5,55,8,1,11,28,26,15,3.12,5,9,2,7.16,0,17,0,6,1
0,0,9,0,2,33,4,1,0,6,8,2,0,5,1,0,0,1.04,1,57,4,1
2,0,1,0,0,3,1,1,0,0,2,0,0,128,0,1,0,0,5,0,1,0
0,0,8,0,8,20,4,3,1,6,17,9,0,1,1,1,0,0,1,43,3,1
5,9.08117,8,9.33956,3,27,7,1,13,21,11,16,3.03,3,5,3,13.16,2.02,11,9,7,1
2,4.341,4,9.2446,4,6,2,4,1,1,9,5,3.33,0,3,0,1.01,1.01,5,33,2,1
0,3.24474,1,9.14866,2,3,1,1,2,0,3,4,0,0,2,0,0,1.01,3,9,1,1
10,13.4472,16,9.4941,3,40,4,1,1,6,13,4,4.14,0,15,0,2.07,2.02,20,9,2,1
3,1.49003,3,0.121386,2,13,2,1,1,1,5,2,1.01,3,0,3,0,0,3,0,2,1
0,0,49,0,3,151,13,1,7,78,92,10,0,7,1,7,3.03,1.01,1,9,13,1
2,0,3,0,1,9,4,2,1,6,5,2,0,0,0,0,0,1.1,3,22,1,1
2,4.17741,1,9.19476,0,3,1,3,0,0,1,0,0,0,3,0,0,2.04,4,50,1,1
0,0,1,0,0,3,1,1,0,0,2,0,0,11,0,1,0,0,2,0,1,1
0,0,1,0,0,3,1,1,0,0,2,0,0,8,0,1,0,0,1,0,1,1
2,4.58293,7,9.17116,0,26,7,1,2,21,7,2,0,7,3,7,2.02,2.04,5,18,7,1
1,1.84703,8,9.09329,8,33,3,2,0,3,27,8,0,2,2,2,0,0,3,13,1,1
0,0,1,0,1,3,2,3,1,1,3,2,0,0,0,0,0,0,1,14,1,1
2,4.58293,5,9.17116,1,13,4,1,2,6,5,3,0,3,3,3,2.02,2.04,4,18,4,1
5,0,18,0,17,134,11,2,3,55,67,18,3.26,3,4,3,3.06,0,11,12,5,0
1,0,27,0,5,179,18,2,1,153,69,6,0,10,1,10,0,0,1,21,9,0
1,0,1,0,1,3,1,3,0,0,3,1,0,0,0,0,1.01,1.01,2,21,1,1
3,1.45431,9,0.035739,0,26,2,1,0,1,8,0,1.04,10,2,9,1.02,0,3,0,2,1
6,13.2977,32,9.51062,7,147,12,2,3,66,49,10,4.05,1,13,0,6.08,2.02,17,23,12,1
0,1.84703,15,9.09329,1,100,2,1,1,1,8,2,0,0,1,0,0,1.01,2,9,2,1
0,3.30805,3,9.16371,3,13,2,3,0,1,8,3,0,0,2,0,0,2.02,2,29,2,1
15,11.9059,36,9.5629,23,214,11,2,2,55,104,23,10.4,11,15,11,9.12,3.08,28,19,5,0
4,6.37824,4,0.179274,0,14,10,1,7,45,13,7,2.04,4,0,0,2.02,0,4,0,8,1
1,4.15475,9,9.19857,5,25,6,2,1,15,15,6,0,0,5,0,2.02,1.01,6,17,6,1
2,7.71893,21,9.2585,11,127,9,1,2,36,51,13,1.02,2,3,2,1.01,2.02,6,9,8,1
1,0,2,0,1,9,2,1,1,1,3,2,0,2,0,2,0,0,1,9,1,1
3,4.10346,7,9.18766,3,36,2,1,0,1,16,3,1.01,0,4,0,1.01,0,6,0,1,1
11,6.31013,33,9.29392,23,213,8,1,5,28,125,28,4.46,10,13,8,5.09,1.01,19,9,4,1
1,0,3,0,0,12,3,2,6,3,3,6,0,2,0,2,0,0,1,28,3,1
0,0,5,0,2,20,4,1,0,6,12,2,0,3,0,3,0,0,1,0,2,0
2,4.10346,3,9.18766,1,12,1,1,0,0,5,1,0,0,5,0,0,0,6,0,1,1
5,13.7574,13,9.50656,6,111,5,1,0,10,32,6,3.07,2,10,2,2.06,0,13,0,4,1
3,3.83471,5,9.1954,3,17,3,2,2,3,9,4,1.81,1,1,1,1.08,2.02,4,75,3,1
0,0,1,0,0,3,1,1,0,0,2,0,0,8,0,1,0,0,1,0,1,1
2,4.74807,0,9.22447,0,0,4,1,3,6,4,3,1.01,0,3,0,0,1.01,4,9,4,1
6,13.1929,10,9.59267,5,41,3,3,1,3,18,6,5.13,1,6,1,4.06,1.01,13,18,2,1
0,0,1,0,0,3,1,1,0,0,2,0,0,9,0,1,0,0,1,0,1,1
1,0,8,0,3,34,5,1,1,10,18,4,0,13,1,3,0,0,1,9,1,0
0,0,1,0,0,3,1,1,0,0,2,0,0,8,0,1,0,0,1,0,1,1
3,1.49003,17,0.121386,11,72,5,4,1,10,34,12,0,7,0,7,1.01,1.1,3,45,4,1
0,0,10,0,1,26,5,1,1,10,11,2,0,2,0,1,0,0,1,0,5,1
0,0,1,0,1,6,1,1,0,0,4,1,0,0,0,0,0,0,1,0,0,0
7,14.8451,116,0.370444,18,569,49,1,7,1176,293,25,0,23,0,15,2.02,2.02,7,27,19,1
4,6.77619,19,9.2288,6,63,14,1,6,91,31,8,0,10,3,1,0,2.04,7,18,11,1
1,4.37354,20,0.108897,5,74,9,3,3,36,38,8,0,6,0,5,4.08,2.02,1,72,3,1
4,2.38141,3,9.07779,1,9,4,2,1,6,5,2,0,0,0,0,1.01,1.1,4,22,1,1
1,0,3,0,1,10,1,1,0,0,5,1,0,1,1,1,0,0,1,0,1,1
0,0,1,0,0,3,1,1,0,0,2,0,0,2,0,1,0,0,1,0,1,1
9,13.9968,4,9.47942,5,22,3,2,1,3,10,6,3.09,2,13,1,4.05,1.07,24,2,3,1
4,13.8911,6,9.49155,3,29,4,1,0,6,12,3,2.11,1,9,1,1.03,0,17,0,3,1
0,0,10,0,8,31,4,3,1,6,19,9,0,2,1,2,0,0,1,43,3,1
3,5.99575,7,9.2096,0,21,8,1,2,28,8,2,0,4,3,4,1.02,2.04,6,18,8,1
1,0,17,0,2,97,6,1,0,15,28,2,0,4,1,0,0,0,1,0,2,1
1,1.05195,6,0.024721,2,27,1,1,0,0,15,2,0,0,2,0,0,2.02,2,9,1,1
7,6.84283,28,9.30101,7,107,14,1,4,91,43,11,3.2,6,8,6,6.08,0,17,0,11,1
3,1.49003,0,0.121386,0,0,20,1,6,190,20,6,0,0,0,0,1.02,0,3,9,20,1
2,3.13741,46,9.14037,4,93,16,2,0,120,43,4,0,8,3,8,1.02,2.06,4,35,16,1
2,9.76667,3,9.38507,4,39,2,1,1,1,23,5,2.04,4,8,4,4.04,2.02,10,9,2,0
2,6.9016,4,9.2879,3,13,4,2,0,6,8,3,1.01,1,4,0,0,2.02,9,17,0,1
3,1.49003,21,0.121386,9,72,6,3,1,15,42,10,0,4,0,3,1.01,1.1,3,43,4,1
2,5.37295,3,9.18978,2,12,2,2,0,1,7,2,0,0,3,0,0,3.05,4,25,2,1
2,4.10346,5,9.18766,4,27,4,1,1,6,18,5,1.01,2,3,2,2.02,0,6,0,3,1
2,0.903836,5,0.026954,2,48,1,1,0,0,12,2,0,0,0,0,0,2.02,2,9,1,1
11,16.4607,11,9.55429,6,40,4,1,1,6,22,7,2.07,2,20,2,2.04,1.07,32,0,4,1
1,3.13741,2,9.14037,1,6,2,2,0,1,3,1,0,1,3,0,0,3.04,4,19,1,1
0,0,1,0,0,3,1,1,0,0,2,0,0,6,0,1,0,0,1,0,1,1
3,0.891381,33,8.95641,3,130,10,1,2,45,45,5,0,4,3,4,2.02,2.02,4,9,6,1
0,1.45219,0,0.040996,0,0,0,1,0,0,0,0,0,3,0,0,0,2.02,0,9,0,1
2,4.83045,6,9.23327,1,19,5,1,1,10,8,2,0,3,2,2,2.03,0,8,0,5,1
10,15.6746,18,9.57045,8,58,8,1,1,28,36,9,3.21,6,9,6,3.04,2.08,18,0,7,0
0,0,31,0,1,132,21,1,3,210,48,4,0,3,0,3,0,0,1,0,18,0
2,1.49003,7,0.121386,2,24,5,1,1,10,15,3,0,2,0,2,1.01,0,2,9,5,1
2,4.10346,0,9.18766,0,0,2,1,14,1,2,14,2.03,1,3,0,6.14,1.01,4,9,2,1
4,8.67997,9,9.28396,1,68,9,1,1,36,21,2,0,5,3,4,0,0,7,0,7,1
2,0,4,0,15,96,3,1,1,3,37,16,1.07,4,3,4,1.01,0,4,0,2,1
9,6.31013,60,9.29392,9,202,34,1,101,561,99,107,2.03,80,9,7,15.67,1.01,14,9,26,1
3,1.49003,18,0.121386,1,51,9,2,1,36,15,2,1.07,8,0,8,1.01,0,3,12,8,1
6,11.0787,14,0.292213,1,54,4,1,0,6,24,1,1.13,1,8,0,1.02,0,16,0,4,1
7,12.5589,8,9.44211,1,26,3,1,4,3,11,5,2.09,2,9,1,4.04,0,18,0,3,1
2,4.58293,1,9.17116,0,3,2,2,2,1,3,2,0,1,3,1,0,2.04,4,19,1,1
4,1.49003,2,0.121386,9,62,1,2,0,0,31,9,1.02,0,0,0,1.01,0,4,4,0,0
0,3.24474,3,9.14866,2,17,3,1,1,3,11,2,0,3,2,1,0,0,3,0,3,1
4,5.94514,28,9.22122,5,65,10,1,0,45,27,5,0,5,5,5,1.02,2.04,7,18,10,1
1,1.84703,1,9.09329,0,3,1,2,0,0,1,0,0,1,2,1,0,2.03,2,26,1,1
8,4.82202,354,9.23158,40,3026,119,1,13,7021,727,49,2.76,93,12,80,6.22,1.1,17,0,41,1
2,4.46389,1,9.17814,2,14,1,1,0,0,8,2,1.01,0,4,0,1.01,0,6,0,0,1
1,1.33188,12,0.033958,1,36,10,1,1,45,17,2,1.02,1,1,1,1.01,2.02,3,9,10,1
2,4.58293,4,9.17116,0,13,4,1,6,6,5,6,0,2,3,2,2.02,2.04,4,18,3,1
2,3.95974,10,9.15318,1,32,9,1,0,36,10,1,0,1,3,1,0,0,5,0,9,1
5,11.8554,5,9.41728,1,14,1,2,0,0,3,1,2.02,0,8,0,1.01,4.04,11,11,1,1
9,9.38441,11,9.369,3,36,5,1,3,10,15,6,2.03,4,4,4,2.02,1.01,14,9,4,1
84,30.9467,353,10.1232,42,1550,37,1,18,666,902,60,32.61,39,64,34,20.43,2.02,131,9,20,0
26,8.7128,115,0.24547,24,551,48,1,23,1128,284,43,5.29,26,0,12,5.48,5.19,29,19,25,1
4,10.3181,5,9.35004,3,18,2,1,0,1,8,3,1.01,1,6,0,0,0,9,0,1,1
11,23.4001,25,9.77762,10,83,8,1,11,28,31,21,7.13,1,13,1,5.05,0,28,0,5,1
3,7.58101,106,0.212726,11,407,42,2,4,861,271,15,2.02,6,0,6,0,0,3,2,18,1
1,0,86,0,11,303,62,4,1,1891,144,12,0,12,1,11,0,0,1,82,62,1
3,12.7082,12,9.45757,16,108,8,1,1,28,71,17,2.07,5,8,5,2.02,2.02,13,11,5,1
2,4.88878,24,9.22338,8,92,5,2,1,10,35,9,1.01,4,4,4,2.02,1.03,7,6,5,1
2,3.26838,11,9.16383,8,33,6,2,0,15,23,8,0,0,2,0,0,1.01,4,17,6,1
1,3.39209,2,9.15904,5,12,1,2,0,0,7,5,0,0,3,0,0,1.01,4,2,0,1
0,1.84703,5,9.09329,2,15,4,2,5,6,8,7,0,2,2,2,0,1.01,2,15,4,1
0,3.08906,3,9.15957,0,9,3,5,2,3,3,2,1.05,2,2,2,2.02,2.12,4,60,2,1
1,0,20,0,7,90,11,1,2,55,34,9,0,2,0,2,0,0,2,9,9,1
3,5.28932,0,9.19003,0,0,7,1,11,21,7,11,0,0,4,0,1.01,2.02,7,9,7,1
1,4.83266,17,9.22363,6,84,11,1,12,55,40,17,0,10,4,9,2.02,1.01,5,9,9,1
0,3.37801,3,9.16485,5,44,2,1,1,1,13,6,0,0,2,0,1.01,0,3,0,1,1
4,5.57512,2,9.25013,0,4,3,1,2,3,3,2,3.12,0,5,0,1.01,4.13,6,11,3,1
1,4.88878,3,9.22338,1,5,1,2,0,0,2,1,0,0,3,0,0,0,6,1,0,1
7,9.38901,38,9.3353,4,136,31,1,20,465,52,24,2.04,12,6,12,14.18,2.04,11,18,31,1
4,5.9125,2,9.20801,0,3,1,2,0,0,1,0,0,1,2,1,0,3.05,6,26,1,1
15,21.4408,37,9.72454,13,152,21,2,7,210,74,18,8.34,7,20,7,6.07,6.06,30,17,18,0
0,0,4,0,1,27,2,2,2,1,8,2,0,2,0,2,0,0,1,2,2,1
1,0,123,0,14,452,40,3,2,780,203,16,0,9,0,9,0,0,1,36,28,0
4,5.94514,33,9.22122,4,78,14,3,0,91,33,4,0,7,5,7,1.02,2.08,7,52,14,1
0,1.84703,4,9.09329,1,13,1,1,0,0,5,1,0,0,1,0,0,0,2,0,1,1
24,24.9674,23,9.78371,1,73,23,2,5,253,25,6,4.21,7,35,5,5.08,11.5,52,36,23,0
3,2.46881,7,0.05825,2,20,6,1,0,15,9,2,0,0,4,0,0,2.02,4,9,6,1
0,0,1,0,0,3,1,1,0,0,2,0,0,4,0,1,0,0,1,0,1,1
2,4.18705,6,0.1118,0,19,6,2,2,15,6,2,0,1,0,1,0,2.02,2,18,6,1
1,1.27192,70,0.033513,7,221,13,3,2,78,91,9,0,7,1,7,2.03,2.06,3,45,2,1
8,3.33706,175,9.21468,25,611,60,3,9,1770,369,34,8.58,16,0,16,6.08,0,11,36,42,0
0,0,1,0,0,3,1,1,0,0,2,0,0,13,1,1,0,0,1,0,1,1
2,6.81006,18,9.29674,13,92,5,1,0,10,55,13,1.14,0,3,0,2.03,2.02,7,9,1,1
1,4.58293,1,9.17116,0,3,1,2,3,0,1,3,0,1,3,1,0,2.04,3,23,1,1
4,6.31013,32,9.29392,6,130,23,1,5,253,81,10,3.27,10,6,10,3.03,1.01,7,20,19,1
4,2.38141,8,9.07779,5,28,3,1,3,3,18,8,2.02,1,0,1,2.02,0,6,9,3,1
5,4.11569,17,0.14315,6,62,5,1,0,10,22,6,0,1,4,1,1.01,3.11,7,18,2,1
1,4.88878,1,9.22338,0,2,1,1,0,0,1,0,0,0,5,0,0,0,8,0,0,1
3,7.42177,11,9.3242,13,107,10,1,3,45,41,15,2.28,5,6,5,7.07,2.02,13,9,9,1
2,6.7028,21,9.24064,4,103,11,1,3,55,54,7,0,3,4,0,0,2.02,6,14,10,1
0,1.84703,6,9.09329,0,23,4,1,1,6,10,1,0,5,2,3,0,0,2,0,1,1
5,9.00847,13,9.36842,14,100,6,1,4,15,44,18,5.02,2,13,1,6.24,0,17,0,5,0
0,1.84703,8,9.09329,0,28,4,1,1,6,11,1,0,3,2,2,0,0,2,0,1,1
0,0,22,0,13,90,8,2,0,28,50,13,0,0,0,0,0,0,1,16,8,1
18,8.07677,27,9.38414,24,189,8,2,2,28,112,26,6.28,8,20,7,6.07,1.02,32,3,3,1
3,6.82726,7,9.22552,1,25,5,1,0,10,7,1,0,0,3,0,0,2.02,4,9,5,1
1,0,2,0,1,9,2,1,1,1,3,2,0,2,0,2,0,0,1,9,1,1
1,4.92306,6,9.2306,2,34,5,2,4,10,14,6,0,3,3,1,0,0,7,1,4,1
4,5.94514,15,9.22122,2,46,8,4,0,28,15,2,1.05,4,5,4,2.03,2.1,7,71,8,1
1,0,3,0,1,9,4,2,1,6,5,2,0,0,0,0,0,0,1,22,1,1
2,5.41242,5,9.19356,4,20,1,1,2,0,10,6,0,0,3,0,0,2.02,5,9,1,1
2,1.3675,18,0.033331,2,105,4,1,0,6,32,2,0,0,1,0,1.01,0,3,0,1,1
1,4.49277,5,9.1833,4,78,4,1,2,6,22,6,0,2,2,2,2.02,2.02,4,9,3,1
2,7.45522,13,9.25002,4,173,9,1,2,36,58,6,0,8,3,8,0,0,7,0,5,1
2,9.16262,11,9.36475,9,53,5,1,5,10,27,14,4.06,2,7,1,5.07,2.02,12,9,3,1
2,7.04133,7,9.30286,5,38,2,1,1,1,18,6,2.03,12,7,1,3.04,2.02,10,9,1,1
8,5.63443,19,9.25922,11,104,15,2,2,105,39,13,3.44,7,9,7,2.1,3.19,13,33,13,1
3,1.84703,0,9.09329,0,0,0,1,0,0,0,0,0,23,2,0,0,1.01,5,9,0,1
4,5.94514,49,9.22122,6,98,16,1,0,120,46,6,1.06,8,5,8,1.02,2.04,7,18,16,1
0,1.45219,21,0.040996,5,92,9,1,0,36,45,5,1.2,11,0,3,1.05,3.2,0,20,7,1
11,17.6665,3,9.62751,13,101,3,2,1,3,41,14,5.18,1,15,1,7.09,2.04,22,6,3,1
4,5.94514,11,9.22122,1,38,6,3,0,15,10,1,0,3,5,3,1.02,2.08,7,52,6,1
13,8.8911,105,9.47083,20,519,45,1,81,990,321,101,6.41,12,17,12,15.47,3.1,27,30,37,1
9,11.5042,11,9.49287,10,157,7,2,0,21,59,10,4.13,7,15,7,5.08,3.08,27,19,3,0
0,0,3,0,3,16,2,2,2,1,8,4,0,1,0,1,3.03,0,1,2,2,1
3,4.70448,3,9.20262,2,11,2,1,0,1,9,2,1.02,0,3,0,1.01,0,5,0,2,1
6,7.61115,10,9.33304,4,41,8,1,3,28,28,7,4.09,2,10,1,4.04,5.12,14,4,7,1
2,8.12841,26,9.41053,7,121,9,1,46,36,54,53,0,81,4,9,4.08,1.01,9,9,6,0
3,4.74807,4,9.22447,0,14,4,1,2,6,4,2,0,3,4,3,1.01,1.01,4,9,4,1
1,0,1,0,0,2,1,1,0,0,1,0,0,6,1,1,0,0,1,0,0,1
0,0,4,0,0,12,6,1,13,15,7,13,0,1,1,1,1.01,1.01,1,9,6,1
4,5.08708,7,9.19612,3,115,5,1,3,10,30,6,0,1,4,1,1.01,0,7,0,5,1
5,4.92306,8,9.2306,5,25,5,1,5,10,16,10,2.19,1,5,1,3.09,1.01,13,9,5,0
7,14.7305,15,9.49891,5,57,8,1,6,28,23,11,3.08,0,11,0,2.02,2.02,18,9,8,1
38,37.7569,26,10.1683,18,291,9,1,2,36,73,20,5.38,7,47,6,11.23,0,75,0,4,1
10,11.3751,3,9.4685,9,60,3,1,2,3,23,11,5.23,5,15,5,8.14,0,24,0,3,1
3,4.17741,26,9.19476,5,87,18,2,75,153,47,80,0,3,3,3,11.23,2.04,7,33,17,1
0,1.84703,9,9.09329,0,32,5,1,0,10,11,0,0,5,2,4,0,0,2,0,2,1
4,1.49003,9,0.121386,4,44,7,2,2,21,18,5,1.02,5,0,4,1.01,1.1,4,22,1,1
